special_terms,model,rank,similarity,clause_key,child_text
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,11,0.6966207027435303,주택임대차보호법_제4조_제2항,임대차기간이 끝난 경우에도 임차인이 보증금을 반환받을 때까지는 임대차관계가 존속되는 것으로 본다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,12,0.6961309909820557,주택임대차보호법_제6조_제3항,2기(期)의 차임액(借賃額)에 달하도록 연체하거나 그 밖에 임차인으로서의 의무를 현저히 위반한 임차인에 대하여는 제1항을 적용하지 아니한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,13,0.6936558485031128,상법_제82조_제3항,전2항의 규정은 당사자간에 다른 약정이 있으면 적용하지 아니한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,14,0.6935072541236877,민법_제610조_제3항,차주가 전2항의 규정에 위반한 때에는 대주는 계약을 해지할 수 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,15,0.6913017630577087,주택임대차보호법_제6조의3_제1항,"제6조에도 불구하고 임대인은 임차인이 제6조제1항 전단의 기간 이내에 계약갱신을 요구할 경우 정당한 사유 없이 거절하지 못한다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다.
1. 임차인이 2기의 차임액에 해당하는 금액에 이르도록 차임을 연체한 사실이 있는 경우
2. 임차인이 거짓이나 그 밖의 부정한 방법으로 임차한 경우
3. 서로 합의하여 임대인이 임차인에게 상당한 보상을 제공한 경우
4. 임차인이 임대인의 동의 없이 목적 주택의 전부 또는 일부를 전대(轉貸)한 경우
5. 임차인이 임차한 주택의 전부 또는 일부를 고의나 중대한 과실로 파손한 경우
6. 임차한 주택의 전부 또는 일부가 멸실되어 임대차의 목적을 달성하지 못할 경우
7. 임대인이 다음 각 목의 어느 하나에 해당하는 사유로 목적 주택의 전부 또는 대부분을 철거하거나 재건축하기 위하여 목적 주택의 점유를 회복할 필요가 있는 경우
  가. 임대차계약 체결 당시 공사시기 및 소요기간 등을 포함한 철거 또는 재건축 계획을 임차인에게 구체적으로 고지하고 그 계획에 따르는 경우
  나. 건물이 노후ㆍ훼손 또는 일부 멸실되는 등 안전사고의 우려가 있는 경우
  다. 다른 법령에 따라 철거 또는 재건축이 이루어지는 경우
8. 임대인(임대인의 직계존속ㆍ직계비속을 포함한다)이 목적 주택에 실제 거주하려는 경우
9. 그 밖에 임차인이 임차인으로서의 의무를 현저히 위반하거나 임대차를 계속하기 어려운 중대한 사유가 있는 경우"
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,16,0.6909288763999939,농지법_제24조의2_제4항,제1항부터 제3항까지의 규정에 따른 임대차 기간은 임대차계약을 연장 또는 갱신하거나 재계약을 체결하는 경우에도 동일하게 적용한다. <개정 2020.2.11>
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,17,0.6904386281967163,주택임대차보호법_제6조의3_제3항,"갱신되는 임대차는 전 임대차와 동일한 조건으로 다시 계약된 것으로 본다. 다만, 차임과 보증금은 제7조의 범위에서 증감할 수 있다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,18,0.6903784275054932,민법_제626조_제1항,임차인이 임차물의 보존에 관한 필요비를 지출한 때에는 임대인에 대하여 그 상환을 청구할 수 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,19,0.6895448565483093,민법_제670조_제2항,목적물의 인도를 요하지 아니하는 경우에는 전항의 기간은 일의 종료한 날로부터 기산한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,20,0.6889780759811401,민법_제622조_제2항,건물이 임대차기간만료전에 멸실 또는 후폐한 때에는 전항의 효력을 잃는다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,21,0.6884430646896362,민법_제635조_제1항,임대차기간의 약정이 없는 때에는 당사자는 언제든지 계약해지의 통고를 할 수 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,22,0.687973141670227,주택임대차보호법_제6조의3_제4항,제1항에 따라 갱신되는 임대차의 해지에 관하여는 제6조의2를 준용한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,23,0.6868692636489868,주택임대차보호법_제6조의3_제6항,"제5항에 따른 손해배상액은 거절 당시 당사자 간에 손해배상액의 예정에 관한 합의가 이루어지지 않는 한 다음 각 호의 금액 중 큰 금액으로 한다.
1. 갱신거절 당시 월차임(차임 외에 보증금이 있는 경우에는 그 보증금을 제7조의2 각 호 중 낮은 비율에 따라 월 단위의 차임으로 전환한 금액을 포함한다. 이하 ""환산월차임""이라 한다)의 3개월분에 해당하는 금액
2. 임대인이 제3자에게 임대하여 얻은 환산월차임과 갱신거절 당시 환산월차임 간 차액의 2년분에 해당하는 금액
3. 제1항제8호의 사유로 인한 갱신거절로 인하여 임차인이 입은 손해액"
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,24,0.6857709884643555,주택임대차보호법_제3조의7,"1. 제3조의6제3항에 따른 해당 주택의 확정일자 부여일, 차임 및 보증금 등 정보. 다만, 임대인이 임대차계약을 체결하기 전에 제3조의6제4항에 따라 동의함으로써 이를 갈음할 수 있다.
2. 「국세징수법」 제108조에 따른 납세증명서 및 「지방세징수법」 제5조제2항에 따른 납세증명서. 다만, 임대인이 임대차계약을 체결하기 전에 「국세징수법」 제109조제1항에 따른 미납국세와 체납액의 열람 및 「지방세징수법」 제6조제1항에 따른 미납지방세의 열람에 각각 동의함으로써 이를 갈음할 수 있다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,25,0.685314953327179,공동주택관리법_제24조_제2항,"관리주체는 소유자가 공동주택의 소유권을 상실한 경우에는 제1항에 따라 징수한 관리비예치금을 반환하여야 한다. 다만, 소유자가 관리비ㆍ사용료 및 장기수선충당금 등을 미납한 때에는 관리비예치금에서 정산한 후 그 잔액을 반환할 수 있다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,26,0.6852396726608276,부동산등기법_제74조,"1. 차임(借賃)
2. 범위
3. 차임지급시기
4. 존속기간. 다만, 처분능력 또는 처분권한 없는 임대인에 의한 「민법」 제619조의 단기임대차인 경우에는 그 뜻도 기록한다.
5. 임차보증금
6. 임차권의 양도 또는 임차물의 전대에 대한 임대인의 동의
7. 임차권설정 또는 임차물전대의 범위가 부동산의 일부인 때에는 그 부분을 표시한 도면의 번호"
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,27,0.6852115392684937,농지법_제24조의2_제3항,"임대인은 제1항 및 제2항에도 불구하고 질병, 징집 등 대통령령으로 정하는 불가피한 사유가 있는 경우에는 임대차 기간을 제1항에 따른 기간 미만으로 정할 수 있다. <개정 2020.2.11>"
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,28,0.6849849224090576,민법_제627조_제1항,"임차물의 일부가 임차인의 과실없이 멸실 기타 사유로 인하여 사용, 수익할 수 없는 때에는 임차인은 그 부분의 비율에 의한 차임의 감액을 청구할 수 있다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,29,0.6847912073135376,민법_제639조_제2항,전항의 경우에 전임대차에 대하여 제삼자가 제공한 담보는 기간의 만료로 인하여 소멸한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_vertex,30,0.6845448613166809,민사집행법_제287조_제2항,제1항의 기간은 2주 이상으로 정하여야 한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,1,0.645389199256897,민법_제622조_제2항,건물이 임대차기간만료전에 멸실 또는 후폐한 때에는 전항의 효력을 잃는다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,2,0.6451119780540466,농지법 시행규칙_제20조의2_제3항,시장ㆍ군수ㆍ구청장은 종료 명령을 한 경우에는 임대인에게 그 사실을 즉시 알려야 한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,3,0.6424330472946167,주택임대차보호법_제6조_제3항,2기(期)의 차임액(借賃額)에 달하도록 연체하거나 그 밖에 임차인으로서의 의무를 현저히 위반한 임차인에 대하여는 제1항을 적용하지 아니한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,4,0.631746232509613,주택임대차보호법_제6조의3_제3항,"갱신되는 임대차는 전 임대차와 동일한 조건으로 다시 계약된 것으로 본다. 다만, 차임과 보증금은 제7조의 범위에서 증감할 수 있다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,5,0.6314128637313843,민법_제629조_제2항,임차인이 전항의 규정에 위반한 때에는 임대인은 계약을 해지할 수 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,6,0.6303733587265015,농지법 시행규칙_제20조의2_제2항,종료 명령을 받은 임차인 또는 사용대차인은 그 종료 명령을 받은 날부터 3개월 이내에 해당 계약을 종료하여야 한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,7,0.6291918754577637,주택임대차보호법_제4조_제2항,임대차기간이 끝난 경우에도 임차인이 보증금을 반환받을 때까지는 임대차관계가 존속되는 것으로 본다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,8,0.6261569857597351,주택임대차보호법_제6조의2_제2항,제1항에 따른 해지는 임대인이 그 통지를 받은 날부터 3개월이 지나면 그 효력이 발생한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,9,0.6236870288848877,상법_제166조_제2항,전항의 기간은 임치물이 전부 멸실한 경우에는 임치인과 알고 있는 창고증권소지인에게 그 멸실의 통지를 발송한 날로부터 기산한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,10,0.6231478452682495,민법_제627조_제2항,전항의 경우에 그 잔존부분으로 임차의 목적을 달성할 수 없는 때에는 임차인은 계약을 해지할 수 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,11,0.6221824288368225,도시 및 주거환경정비법_제61조_제4항,"사업시행자는 정비사업의 공사를 완료한 때에는 완료한 날부터 30일 이내에 임시거주시설을 철거하고, 사용한 건축물이나 토지를 원상회복하여야 한다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,12,0.6187353134155273,상법_제154조_제2항,물건이 전부 멸실된 경우에는 제1항의 기간은 고객이 그 시설에서 퇴거한 날부터 기산한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,13,0.6157787442207336,주택임대차보호법_제4조_제1항,"기간을 정하지 아니하거나 2년 미만으로 정한 임대차는 그 기간을 2년으로 본다. 다만, 임차인은 2년 미만으로 정한 기간이 유효함을 주장할 수 있다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,14,0.6155880689620972,주택임대차보호법 시행령_제10조_제2항,임차인의 보증금 중 일정액이 주택가액의 2분의 1을 초과하는 경우에는 주택가액의 2분의 1에 해당하는 금액까지만 우선변제권이 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,15,0.6143821477890015,주택임대차보호법_제6조_제1항,임대인이 임대차기간이 끝나기 6개월 전부터 2개월 전까지의 기간에 임차인에게 갱신거절(更新拒絶)의 통지를 하지 아니하거나 계약조건을 변경하지 아니하면 갱신하지 아니한다는 뜻의 통지를 하지 아니한 경우에는 그 기간이 끝난 때에 전 임대차와 동일한 조건으로 다시 임대차한 것으로 본다. 임차인이 임대차기간이 끝나기 2개월 전까지 통지하지 아니한 경우에도 또한 같다. <개정 2020.6.9>
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,16,0.6129521131515503,민법_제626조_제1항,임차인이 임차물의 보존에 관한 필요비를 지출한 때에는 임대인에 대하여 그 상환을 청구할 수 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,17,0.6118243336677551,주택임대차보호법 시행령_제4조_제2항,"확정일자는 확정일자번호, 확정일자 부여일 및 확정일자부여기관을 주택임대차계약증서에 표시하는 방법으로 부여한다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,18,0.6104015111923218,민법_제626조_제2항,임차인이 유익비를 지출한 경우에는 임대인은 임대차종료시에 그 가액의 증가가 현존한 때에 한하여 임차인의 지출한 금액이나 그 증가액을 상환하여야 한다. 이 경우에 법원은 임대인의 청구에 의하여 상당한 상환기간을 허여할 수 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,19,0.6045249104499817,농지법_제24조의2_제4항,제1항부터 제3항까지의 규정에 따른 임대차 기간은 임대차계약을 연장 또는 갱신하거나 재계약을 체결하는 경우에도 동일하게 적용한다. <개정 2020.2.11>
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,20,0.6035218238830566,공동주택관리법_제65조의2_제2항,"입주자등, 입주자대표회의 및 관리주체 등은 경비원 등 근로자에게 적정한 보수를 지급하고, 처우개선과 인권존중을 위하여 노력하여야 한다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,21,0.6012964248657227,민법_제639조_제1항,"임대차기간이 만료한 후 임차인이 임차물의 사용, 수익을 계속하는 경우에 임대인이 상당한 기간내에 이의를 하지 아니한 때에는 전임대차와 동일한 조건으로 다시 임대차한 것으로 본다. 그러나 당사자는 제635조의 규정에 의하여 해지의 통고를 할 수 있다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,22,0.6012640595436096,민사집행법_제142조_제2항,매수인은 제1항의 대금지급기한까지 매각대금을 지급하여야 한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,23,0.6010745763778687,주택임대차보호법_제6조의3_제2항,임차인은 제1항에 따른 계약갱신요구권을 1회에 한하여 행사할 수 있다. 이 경우 갱신되는 임대차의 존속기간은 2년으로 본다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,24,0.6006137132644653,주택임대차보호법 시행령_제10조_제4항,하나의 주택에 임차인이 2명 이상이고 이들이 그 주택에서 가정공동생활을 하는 경우에는 이들을 1명의 임차인으로 보아 이들의 각 보증금을 합산한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,25,0.5987880229949951,민법_제637조_제1항,임차인이 파산선고를 받은 경우에는 임대차기간의 약정이 있는 때에도 임대인 또는 파산관재인은 제635조의 규정에 의하여 계약해지의 통고를 할 수 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,26,0.5951019525527954,민사집행법_제143조_제2항,채권자가 매수인인 경우에는 매각결정기일이 끝날 때까지 법원에 신고하고 배당받아야 할 금액을 제외한 대금을 배당기일에 낼 수 있다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,27,0.5949095487594604,지방세법_제95조_제4항,제3항에 따라 납부할 세액이 100만원을 초과하는 거주자는 대통령령으로 정하는 바에 따라 그 납부할 세액의 일부를 납부기한이 지난 후 2개월 이내에 분할납부할 수 있다. <신설 2023.3.14>
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,28,0.5947924852371216,민사집행법_제109조_제1항,매각결정기일은 매각기일부터 1주 이내로 정하여야 한다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,29,0.5946895480155945,공동주택관리법_제24조_제2항,"관리주체는 소유자가 공동주택의 소유권을 상실한 경우에는 제1항에 따라 징수한 관리비예치금을 반환하여야 한다. 다만, 소유자가 관리비ㆍ사용료 및 장기수선충당금 등을 미납한 때에는 관리비예치금에서 정산한 후 그 잔액을 반환할 수 있다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,30,0.5946140289306641,도시 및 주거환경정비법_제89조_제2항,제1항에도 불구하고 사업시행자는 정관등에서 분할징수 및 분할지급을 정하고 있거나 총회의 의결을 거쳐 따로 정한 경우에는 관리처분계획인가 후부터 제86조제2항에 따른 이전고시가 있은 날까지 일정 기간별로 분할징수하거나 분할지급할 수 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,1,0.7092307209968567,민법_제621조_제1항,부동산임차인은 당사자간에 반대약정이 없으면 임대인에 대하여 그 임대차등기절차에 협력할 것을 청구할 수 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,2,0.7004892826080322,민법_제576조_제3항,전2항의 경우에 매수인이 손해를 받은 때에는 그 배상을 청구할 수 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,3,0.6977236270904541,민법_제389조_제4항,전3항의 규정은 손해배상의 청구에 영향을 미치지 아니한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,4,0.6966849565505981,주택임대차보호법_제6조의3_제5항,임대인이 제1항제8호의 사유로 갱신을 거절하였음에도 불구하고 갱신요구가 거절되지 아니하였더라면 갱신되었을 기간이 만료되기 전에 정당한 사유 없이 제3자에게 목적 주택을 임대한 경우 임대인은 갱신거절로 인하여 임차인이 입은 손해를 배상하여야 한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,5,0.6965101957321167,민법_제630조_제2항,전항의 규정은 임대인의 임차인에 대한 권리행사에 영향을 미치지 아니한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,6,0.6945496797561646,상법_제23조_제3항,제2항의 규정은 손해배상의 청구에 영향을 미치지 아니한다. <개정 1984.4.10>
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,7,0.6940096616744995,민법_제758조_제3항,전2항의 경우 점유자 또는 소유자는 그 손해의 원인에 대한 책임있는 자에 대하여 구상권을 행사할 수 있다. <개정 2022.12.13>
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,8,0.6935315132141113,민법_제727조_제2항,전항의 규정은 손해배상의 청구에 영향을 미치지 아니한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,9,0.6930795907974243,주택임대차보호법_제6조의3_제6항,"제5항에 따른 손해배상액은 거절 당시 당사자 간에 손해배상액의 예정에 관한 합의가 이루어지지 않는 한 다음 각 호의 금액 중 큰 금액으로 한다.
1. 갱신거절 당시 월차임(차임 외에 보증금이 있는 경우에는 그 보증금을 제7조의2 각 호 중 낮은 비율에 따라 월 단위의 차임으로 전환한 금액을 포함한다. 이하 ""환산월차임""이라 한다)의 3개월분에 해당하는 금액
2. 임대인이 제3자에게 임대하여 얻은 환산월차임과 갱신거절 당시 환산월차임 간 차액의 2년분에 해당하는 금액
3. 제1항제8호의 사유로 인한 갱신거절로 인하여 임차인이 입은 손해액"
